"id","gender","current_age","retirement_age","birth_period","latitude","longitude","yearly_income","total_debt","credit_score","num_credit_cards","total_cards","max_credit_limit","darkweb_card_count","credit_card_count","debit_card_count","trans_year","total_transactions","total_amount","active_user","productive_user","having_debt"
474,"Male",55,66,"04-1964",40.75,-73.64,80957.0,161166.0,683,6,6,38084.0,0,3,3,2011,1711,87575.93,1,1,1
1259,"Female",64,69,"07-1955",41.18,-73.42,192269.0,100192.0,700,6,6,141391.0,0,0,4,2011,1170,97200.13,1,0,1
320,"Male",34,75,"08-1985",32.22,-110.82,35641.0,64419.0,625,2,2,15292.0,0,0,2,2011,505,32547.81,1,1,1
93,"Female",33,69,"08-1986",35.75,-87.79,28696.0,52910.0,686,4,4,11400.0,0,2,1,2011,0,0.0,0,1,1
1182,"Male",30,65,"04-1989",43.21,-75.47,38153.0,92466.0,658,1,1,5716.0,0,0,1,2011,0,0.0,0,1,1
150,"Female",51,73,"08-1968",38.7,-77.24,71490.0,0.0,782,3,3,22400.0,0,1,2,2011,1152,65300.84,1,1,0
1327,"Female",20,67,"12-1999",45.94,-122.67,43006.0,26144.0,688,2,2,18462.0,0,0,2,2011,0,0.0,0,1,1
784,"Male",44,67,"06-1975",30.19,-90.78,49523.0,89129.0,688,4,4,15400.0,0,2,0,2011,0,0.0,0,1,1
1471,"Male",31,76,"11-1988",35.1,-90.0,21876.0,20169.0,786,2,2,7900.0,0,2,0,2011,570,24503.34,1,1,1
367,"Female",27,67,"08-1992",41.52,-87.42,44843.0,67179.0,756,2,2,6200.0,0,1,0,2011,0,0.0,0,1,1
1050,"Female",43,65,"03-1976",35.98,-78.91,35938.0,47204.0,670,3,3,10224.0,0,0,2,2011,1915,74034.68,1,1,1
207,"Female",73,65,"10-1946",36.58,-79.4,28553.0,19507.0,745,5,5,16266.0,0,2,2,2011,521,23051.67,1,0,1
1838,"Female",18,68,"12-2001",35.05,-78.87,39803.0,53607.0,695,1,1,1990.0,0,0,1,2011,0,0.0,0,1,1
798,"Female",50,68,"09-1969",33.57,-117.14,49076.0,56547.0,715,4,4,30039.0,0,2,2,2011,602,43462.66,1,1,1
1207,"Male",41,65,"10-1978",41.47,-81.67,56368.0,71544.0,664,3,3,22800.0,0,2,1,2011,1368,76598.98,1,1,1
1012,"Female",35,66,"06-1984",39.95,-75.16,32855.0,94228.0,693,2,2,21086.0,0,0,2,2011,0,0.0,1,1,1
844,"Male",65,64,"02-1955",32.75,-97.33,18149.0,26672.0,738,2,2,10000.0,0,2,0,2011,354,21150.17,1,0,1
334,"Male",44,65,"11-1975",41.16,-82.22,40407.0,25986.0,697,3,3,14227.0,0,2,1,2011,403,23384.75,1,1,1
815,"Male",19,60,"06-2000",33.61,-112.46,48418.0,73106.0,756,2,2,5200.0,0,1,0,2011,0,0.0,0,1,1
1100,"Male",61,73,"07-1958",40.72,-73.51,59815.0,73325.0,573,2,2,30044.0,0,0,2,2011,914,82165.38,1,0,1
407,"Female",23,66,"08-1996",41.83,-87.68,42454.0,63754.0,750,4,4,21749.0,0,2,1,2011,0,0.0,0,1,1
1244,"Female",43,69,"05-1976",35.28,-81.28,32775.0,72785.0,637,1,1,14270.0,0,0,1,2011,0,0.0,0,1,1
1740,"Male",36,67,"12-1983",42.86,-88.33,57532.0,61268.0,735,4,4,23189.0,0,0,4,2011,463,19477.6,1,1,1
1754,"Female",34,67,"11-1985",34.58,-94.23,26325.0,32456.0,562,1,1,3039.0,0,0,1,2011,0,0.0,0,1,1
1184,"Male",70,74,"01-1950",37.56,-121.98,68765.0,75608.0,798,5,5,39751.0,0,0,5,2011,1008,43169.28,1,0,1
1440,"Male",26,58,"04-1993",41.42,-78.55,38670.0,80894.0,630,1,1,9740.0,0,0,1,2011,0,0.0,0,1,1
200,"Female",57,65,"11-1962",38.21,-82.56,36528.0,109785.0,701,3,3,18552.0,0,2,1,2011,1041,34184.18,1,1,1
1446,"Male",28,61,"04-1991",34.02,-94.73,28163.0,50872.0,689,4,4,14624.0,0,1,2,2011,313,11239.75,1,1,1
1263,"Female",56,70,"08-1963",33.95,-84.54,36652.0,60949.0,600,3,3,16513.0,0,1,2,2011,690,28751.47,1,1,1
1483,"Male",18,70,"12-2001",41.93,-71.29,54427.0,96369.0,714,2,2,19952.0,0,0,2,2011,0,0.0,0,1,1
1085,"Female",27,66,"06-1992",32.97,-117.02,74198.0,16084.0,838,3,3,33150.0,0,0,1,2011,0,0.0,0,1,1
1961,"Male",18,66,"01-2002",35.59,-77.37,34904.0,46002.0,657,2,2,10200.0,0,1,1,2011,0,0.0,0,1,1
776,"Male",55,73,"12-1964",35.1,-90.0,97455.0,219213.0,616,2,2,48344.0,0,0,2,2011,899,76404.67,1,1,1
890,"Female",37,66,"01-1983",33.87,-117.89,52181.0,26792.0,727,2,2,19573.0,0,1,1,2011,787,35414.26,1,1,1
1445,"Male",68,68,"06-1951",41.12,-85.87,27939.0,11243.0,841,5,5,14029.0,0,3,2,2011,1338,21727.21,1,0,1
74,"Female",54,74,"05-1965",38.86,-104.76,41957.0,151027.0,783,3,3,19746.0,0,0,3,2011,1,927.97,1,1,1
1216,"Female",26,61,"11-1993",37.74,-84.29,40102.0,57857.0,601,6,6,24759.0,0,1,4,2011,0,0.0,0,1,1
797,"Female",61,69,"09-1958",21.3,-157.85,62005.0,149968.0,651,9,9,42491.0,0,1,8,2011,615,32244.9,1,0,1
610,"Male",18,58,"01-2002",47.78,-117.45,44061.0,107955.0,713,4,4,19100.0,0,4,0,2011,0,0.0,0,1,1
1917,"Male",49,69,"05-1970",40.92,-72.92,58503.0,37838.0,680,4,4,20428.0,0,2,1,2011,1292,81798.55,1,1,1
975,"Female",28,67,"05-1991",42.88,-78.85,29478.0,39224.0,675,2,2,7225.0,0,0,1,2011,0,0.0,0,1,1
109,"Female",29,66,"08-1990",45.6,-108.68,40005.0,37694.0,737,2,2,27762.0,0,1,1,2011,0,0.0,0,1,1
547,"Male",70,66,"05-1949",42.62,-88.63,31901.0,16285.0,778,4,4,20998.0,0,0,3,2011,736,24514.74,1,0,1
347,"Female",28,63,"08-1991",25.77,-80.2,44046.0,57982.0,557,3,3,22077.0,0,1,2,2011,0,0.0,0,1,1
201,"Male",61,65,"05-1958",41.52,-88.12,35823.0,96691.0,732,3,3,11679.0,0,2,1,2011,388,17831.75,1,0,1
1368,"Female",29,69,"05-1990",37.22,-77.28,44976.0,80109.0,717,2,2,21792.0,0,1,1,2011,0,0.0,0,1,1
1547,"Male",28,66,"02-1992",43.54,-89.46,40035.0,69241.0,684,2,2,18856.0,0,0,1,2011,0,0.0,0,1,1
1812,"Female",31,62,"05-1988",34.78,-92.25,50978.0,76898.0,574,2,2,33557.0,0,0,1,2011,1209,97814.5,1,1,1
1379,"Male",76,72,"06-1943",42.58,-82.91,34408.0,9107.0,701,4,4,18784.0,0,1,3,2011,1834,70693.63,1,0,1
82,"Female",22,68,"09-1997",41.83,-87.68,2026.0,1417.0,779,1,1,78.0,0,0,0,2011,0,0.0,0,1,1
1053,"Male",59,66,"05-1960",28.65,-81.18,55571.0,93460.0,636,3,3,21166.0,0,1,1,2011,1362,92023.9,1,1,1
1893,"Male",26,59,"12-1993",43.1,-71.73,53182.0,99550.0,623,1,1,7600.0,0,1,0,2011,0,0.0,0,1,1
955,"Male",33,67,"02-1987",40.28,-80.6,33944.0,53353.0,798,4,4,20576.0,0,1,3,2011,0,0.0,1,1,1
856,"Male",54,59,"07-1965",38.98,-77.12,114318.0,328089.0,748,3,3,62861.0,0,1,2,2011,1256,115881.57,1,1,1
1361,"Male",67,66,"12-1952",42.38,-83.1,28714.0,12978.0,638,2,2,14767.0,0,0,2,2011,984,30844.94,1,0,1
261,"Male",41,66,"02-1979",36.0,-114.96,59093.0,117325.0,737,5,5,32285.0,0,1,4,2011,1062,62686.43,1,1,1
64,"Female",39,68,"03-1980",34.0,-118.03,51465.0,0.0,702,2,2,17612.0,0,1,1,2011,804,51680.77,1,1,0
1864,"Male",20,69,"08-1999",42.79,-73.67,50776.0,19785.0,701,1,1,33306.0,0,0,1,2011,0,0.0,0,1,1
1768,"Female",28,65,"09-1991",40.43,-75.34,51391.0,84768.0,573,1,1,14149.0,0,0,1,2011,0,0.0,0,1,1
1151,"Male",53,65,"12-1966",40.35,-74.65,920.0,1914.0,788,3,3,495.0,0,1,2,2011,637,6983.33,1,1,1
356,"Female",50,73,"10-1969",27.19,-80.24,41420.0,0.0,691,5,5,39192.0,0,0,5,2011,1761,70164.44,1,1,0
1393,"Female",52,67,"04-1967",41.25,-97.12,34460.0,43936.0,692,2,2,10000.0,0,1,1,2011,1224,40759.2,1,1,1
865,"Male",41,65,"02-1979",38.06,-78.9,37786.0,107692.0,693,5,5,27832.0,0,3,2,2011,1111,74708.68,1,1,1
1914,"Female",21,70,"04-1998",36.78,-76.08,42161.0,59210.0,672,1,1,10400.0,0,1,0,2011,0,0.0,0,1,1
1641,"Male",30,69,"03-1989",39.09,-84.51,51998.0,73575.0,640,1,1,1900.0,0,1,0,2011,0,0.0,0,1,1
707,"Female",22,67,"12-1997",34.72,-82.78,37253.0,63522.0,576,1,1,1862.0,0,0,1,2011,0,0.0,0,1,1
3,"Male",49,65,"12-1970",33.89,-98.51,27943.0,18693.0,681,4,4,13515.0,0,0,1,2011,563,25242.68,1,1,1
754,"Female",76,69,"03-1943",33.69,-78.89,32817.0,27209.0,705,6,6,10100.0,0,1,5,2011,1491,71981.66,1,0,1
148,"Male",62,66,"08-1957",43.6,-71.74,38681.0,113190.0,663,5,5,17471.0,0,2,3,2011,1084,37486.55,1,0,1
127,"Male",48,68,"07-1971",31.7,-86.26,31553.0,63938.0,729,3,3,10702.0,0,1,2,2011,1108,76649.22,1,1,1
1675,"Male",36,70,"08-1983",47.14,-122.32,49993.0,52978.0,767,3,3,37722.0,0,0,3,2011,815,51933.76,1,1,1
747,"Male",63,64,"04-1956",39.33,-82.23,28828.0,49793.0,687,4,4,21952.0,0,1,3,2011,956,25071.35,1,0,1
1942,"Female",77,63,"03-1942",40.71,-73.99,1.0,0.0,673,3,3,81.0,0,0,1,2011,567,5436.54,1,0,0
452,"Male",31,74,"03-1988",29.76,-95.38,63356.0,140107.0,704,5,5,33166.0,0,0,4,2011,1355,73467.82,1,1,1
1157,"Female",33,58,"12-1986",32.98,-96.89,57526.0,82715.0,812,1,1,77.0,0,0,0,2011,0,0.0,0,1,1
1534,"Male",36,65,"07-1983",39.9,-74.99,80794.0,3867.0,803,2,2,27771.0,0,0,2,2011,1877,104441.46,1,1,1
1086,"Female",57,64,"12-1962",42.02,-71.21,76274.0,102611.0,698,2,2,17117.0,0,1,1,2011,484,34514.4,1,1,1
1984,"Female",29,60,"05-1990",43.97,-88.95,38861.0,62080.0,528,1,1,674.0,0,0,1,2011,0,0.0,0,1,1
835,"Male",32,65,"04-1987",29.79,-90.82,45312.0,11788.0,681,4,4,16377.0,0,1,2,2011,0,0.0,0,1,1
758,"Male",63,68,"12-1956",34.09,-118.13,43180.0,36832.0,764,5,5,19127.0,0,2,2,2011,1516,21118.05,1,0,1
1795,"Female",25,66,"10-1994",45.25,-93.33,60310.0,91017.0,647,6,6,19250.0,0,2,3,2011,0,0.0,0,1,1
1221,"Female",64,69,"11-1955",33.92,-117.24,30747.0,51667.0,850,4,4,14892.0,0,3,1,2011,1015,34676.53,1,0,1
1821,"Male",21,68,"09-1998",38.27,-104.62,43617.0,16661.0,803,3,3,18048.0,0,1,2,2011,0,0.0,0,1,1
1248,"Female",51,71,"07-1968",42.68,-89.01,43386.0,2192.0,698,3,3,14725.0,0,2,1,2011,882,34412.47,1,1,1
1900,"Female",62,62,"02-1958",43.06,-87.96,36465.0,12789.0,688,1,1,5616.0,0,0,1,2011,0,0.0,0,0,1
597,"Male",72,66,"01-1948",37.74,-122.44,65055.0,1676.0,736,6,6,76343.0,0,3,3,2011,1472,57358.49,1,0,1
1620,"Male",21,68,"06-1998",32.33,-96.62,36924.0,71952.0,701,3,3,13588.0,0,1,1,2011,0,0.0,0,1,1
1213,"Male",34,69,"11-1985",38.62,-122.61,43579.0,96994.0,795,3,3,13905.0,0,1,1,2011,662,23100.94,1,1,1
619,"Male",54,65,"12-1965",44.01,-92.47,53986.0,58381.0,748,4,4,39606.0,0,0,4,2011,783,34521.18,1,1,1
1043,"Female",21,61,"09-1998",42.37,-71.11,97127.0,210206.0,660,2,2,20800.0,0,2,0,2011,0,0.0,0,1,1
394,"Male",52,71,"04-1967",41.09,-73.55,69604.0,47193.0,684,4,4,25808.0,0,0,4,2011,1973,64392.24,1,1,1
1376,"Female",49,68,"01-1971",30.51,-97.83,62019.0,85666.0,543,4,4,26531.0,0,2,2,2011,1183,51517.7,1,1,1
834,"Male",19,68,"11-2000",33.95,-118.36,32550.0,82878.0,746,6,6,7800.0,0,4,1,2011,0,0.0,0,1,1
837,"Male",30,65,"04-1989",39.15,-80.35,36092.0,63276.0,679,1,1,6700.0,0,1,0,2011,692,19332.68,1,1,1
1257,"Male",55,67,"07-1964",47.79,-122.3,48259.0,146774.0,721,3,3,11102.0,0,1,1,2011,640,25795.8,1,1,1
1966,"Male",42,68,"11-1977",36.05,-90.51,31499.0,45661.0,782,4,4,22679.0,0,1,3,2011,2536,49344.24,1,1,1
358,"Female",36,71,"07-1983",34.17,-82.37,31079.0,91845.0,605,2,2,16633.0,0,0,2,2011,0,0.0,0,1,1
912,"Male",46,66,"08-1973",25.77,-80.2,47395.0,41381.0,755,2,2,29391.0,0,1,1,2011,1199,34762.56,1,1,1
605,"Male",42,73,"10-1977",40.64,-73.94,47542.0,2667.0,725,3,3,14541.0,0,1,2,2011,1586,39095.63,1,1,1
1362,"Male",58,67,"01-1962",38.78,-77.27,72510.0,44317.0,727,4,4,33900.0,0,1,2,2011,760,44173.4,1,1,1
1513,"Male",48,66,"02-1972",41.3,-73.13,65736.0,206000.0,733,3,3,36344.0,0,2,1,2011,1265,65276.74,1,1,1
1521,"Female",71,71,"03-1948",32.75,-97.77,19581.0,21424.0,706,3,3,11037.0,0,1,2,2011,603,23705.15,1,0,1
564,"Male",57,64,"06-1962",44.08,-70.24,42411.0,111077.0,765,2,2,14179.0,0,1,1,2011,1267,56112.29,1,1,1
1309,"Female",87,64,"04-1932",47.61,-122.3,55902.0,3385.0,531,1,1,25021.0,0,0,1,2011,0,0.0,0,0,1
1583,"Male",38,68,"10-1981",40.04,-76.3,52844.0,0.0,826,3,3,33605.0,0,0,1,2011,603,10899.49,1,1,0
1885,"Male",46,65,"09-1973",33.99,-83.72,37056.0,75730.0,753,4,4,21895.0,0,1,2,2011,2009,97163.35,1,1,1
1566,"Male",44,64,"01-1976",38.69,-121.31,40220.0,106171.0,718,3,3,20573.0,0,0,3,2011,0,0.0,0,1,1
401,"Male",81,71,"09-1938",34.2,-118.39,28644.0,879.0,806,7,7,18829.0,0,3,4,2011,1465,40127.46,1,0,1
15,"Female",52,66,"02-1968",34.02,-118.31,29673.0,12950.0,788,3,3,13971.0,0,2,1,2011,0,0.0,0,1,1
1666,"Male",61,62,"12-1958",32.29,-81.23,46954.0,69753.0,578,4,4,17405.0,0,2,2,2011,1242,31252.2,1,0,1
509,"Male",33,66,"07-1986",38.41,-82.43,44534.0,107410.0,702,4,4,25292.0,0,1,3,2011,1100,33347.81,1,1,1
954,"Male",51,65,"06-1968",33.93,-117.49,37963.0,102716.0,772,4,4,24104.0,0,0,4,2011,2028,91691.23,1,1,1
832,"Female",40,67,"05-1979",33.2,-96.65,50329.0,76759.0,625,4,4,23260.0,0,1,3,2011,513,42207.45,1,1,1
1046,"Male",44,66,"06-1975",39.95,-75.16,36715.0,74022.0,547,4,4,13000.0,0,3,1,2011,1656,45591.06,1,1,1
630,"Male",60,66,"07-1959",30.33,-81.65,39521.0,61861.0,491,3,3,18060.0,0,0,3,2011,2026,150953.33,1,0,1
1561,"Female",78,67,"05-1941",35.0,-80.94,51014.0,23366.0,759,4,4,33822.0,0,1,3,2011,956,53850.95,1,0,1
1548,"Male",41,65,"10-1978",40.5,-111.7,73067.0,6332.0,721,3,3,44345.0,0,0,2,2011,0,0.0,0,1,1
221,"Female",63,65,"12-1956",37.7,-122.12,44183.0,89852.0,850,4,4,24582.0,0,0,4,2011,0,0.0,0,0,1
1991,"Male",21,65,"10-1998",39.98,-82.98,22922.0,9004.0,694,1,1,17882.0,0,0,1,2011,0,0.0,0,1,1
1328,"Female",28,68,"01-1992",40.16,-83.06,84987.0,162718.0,600,2,2,37491.0,0,1,1,2011,0,0.0,0,1,1
1901,"Female",63,69,"03-1956",43.69,-84.76,33728.0,107287.0,730,3,3,6384.0,0,0,1,2011,1541,41219.81,1,0,1
665,"Female",81,65,"01-1939",41.23,-80.81,11613.0,427.0,790,8,8,15007.0,0,1,7,2011,1110,44666.06,1,0,1
442,"Male",47,66,"08-1972",38.33,-90.4,48600.0,23992.0,791,5,5,40384.0,0,0,5,2011,1415,66922.99,1,1,1
1626,"Male",58,63,"07-1961",35.15,-89.75,60292.0,114223.0,531,1,1,7200.0,0,1,0,2011,1199,71768.44,1,1,1
1539,"Female",42,61,"03-1977",42.82,-83.25,58034.0,129546.0,676,2,2,21700.0,0,2,0,2011,0,0.0,0,1,1
601,"Male",68,67,"07-1951",28.5,-81.37,43004.0,15304.0,761,6,6,10800.0,0,4,1,2011,788,22641.1,1,0,1
541,"Female",51,70,"07-1968",35.63,-95.95,29144.0,35268.0,645,1,1,12200.0,0,1,0,2011,0,0.0,0,1,1
210,"Male",46,63,"08-1973",29.45,-98.5,25850.0,56285.0,630,1,1,3700.0,0,1,0,2011,0,0.0,0,1,1
206,"Female",28,59,"02-1992",42.89,-85.72,37583.0,51633.0,782,2,2,18510.0,0,1,1,2011,605,29282.9,1,1,1
926,"Female",20,60,"11-1999",41.14,-81.36,41403.0,206131.0,776,1,1,2070.0,0,0,1,2011,0,0.0,0,1,1
115,"Male",61,69,"07-1958",40.93,-73.72,101018.0,78115.0,748,6,6,55750.0,0,2,3,2011,819,71671.88,1,0,1
1779,"Male",30,69,"04-1989",33.46,-82.5,32125.0,58712.0,733,2,2,9257.0,0,0,2,2011,1177,35762.97,1,1,1
248,"Female",80,67,"12-1939",27.95,-82.48,13596.0,352.0,684,4,4,12257.0,0,0,4,2011,558,22953.18,1,0,1
1003,"Male",51,62,"11-1968",40.2,-74.78,80526.0,117380.0,632,1,1,21000.0,0,1,0,2011,0,0.0,1,1,1
294,"Male",36,59,"08-1983",33.83,-83.89,43953.0,76915.0,607,1,1,20362.0,0,0,1,2011,0,0.0,0,1,1
118,"Female",56,68,"12-1963",33.52,-86.79,31533.0,42315.0,753,3,3,20653.0,0,1,2,2011,603,30629.48,1,1,1
292,"Female",23,65,"09-1996",32.79,-116.96,42711.0,48493.0,717,1,1,21686.0,0,0,1,2011,0,0.0,0,1,1
755,"Female",74,67,"11-1945",33.82,-78.67,23137.0,4871.0,642,5,5,15459.0,0,1,4,2011,541,17299.05,1,0,1
1878,"Male",18,64,"01-2002",34.32,-118.38,39778.0,60850.0,702,1,1,11029.0,0,0,1,2011,0,0.0,0,1,1
1432,"Male",42,72,"08-1977",40.96,-74.61,69747.0,80763.0,741,4,4,32043.0,0,2,2,2011,1347,55755.72,1,1,1
456,"Male",54,63,"10-1965",26.63,-81.99,34947.0,49024.0,751,3,3,14824.0,0,1,2,2011,1480,55494.71,1,1,1
623,"Male",63,60,"04-1956",41.53,-87.87,77961.0,39811.0,616,3,3,31917.0,0,0,3,2011,564,36805.01,1,0,1
1426,"Female",22,66,"04-1997",40.33,-74.03,114692.0,91575.0,805,2,2,35500.0,0,2,0,2011,0,0.0,0,1,1
47,"Male",47,62,"09-1972",40.84,-73.87,25434.0,45540.0,712,4,4,10500.0,0,1,2,2011,1157,31896.44,1,1,1
760,"Female",56,64,"02-1964",39.98,-82.98,37558.0,72514.0,778,3,3,17393.0,0,1,1,2011,1311,49842.89,1,1,1
956,"Female",30,66,"12-1989",39.98,-82.98,47110.0,57159.0,804,2,2,29553.0,0,0,2,2011,0,0.0,0,1,1
194,"Male",52,68,"02-1968",40.34,-85.35,30681.0,81680.0,746,4,4,14501.0,0,1,3,2011,1443,33891.35,1,1,1
693,"Female",20,66,"08-1999",33.09,-96.88,65051.0,220951.0,703,2,2,39114.0,0,0,2,2011,0,0.0,0,1,1
1246,"Female",49,67,"05-1970",30.76,-88.12,31008.0,60527.0,713,4,4,16257.0,0,2,2,2011,823,32333.91,1,1,1
641,"Male",62,68,"11-1957",39.98,-82.98,37556.0,0.0,735,6,6,24819.0,0,1,5,2011,2088,71532.74,1,0,0
1060,"Male",76,68,"02-1944",39.77,-86.14,21547.0,16040.0,785,5,5,14114.0,0,3,1,2011,719,34595.26,1,0,1
1292,"Male",20,68,"04-1999",35.7,-89.99,29051.0,5819.0,774,2,2,16369.0,0,1,1,2011,0,0.0,0,1,1
1113,"Female",19,69,"05-2000",41.76,-88.29,28953.0,3619.0,738,2,2,9100.0,0,2,0,2011,0,0.0,0,1,1
245,"Female",39,65,"07-1980",26.11,-80.39,58774.0,94053.0,528,2,2,8900.0,0,1,0,2011,0,0.0,0,1,1
774,"Male",46,61,"07-1973",42.41,-114.59,33395.0,57774.0,588,2,2,16717.0,0,0,2,2011,720,29474.62,1,1,1
1822,"Female",87,65,"01-1933",27.09,-82.43,22894.0,1501.0,767,5,5,14133.0,0,1,3,2011,0,0.0,0,0,1
1209,"Female",45,67,"06-1974",40.94,-73.86,63815.0,4832.0,699,6,6,42074.0,0,2,3,2011,1808,105873.65,1,1,1
997,"Female",57,67,"02-1963",32.64,-116.98,54963.0,105623.0,675,4,4,17100.0,0,3,0,2011,2941,91583.13,1,1,1
1180,"Male",28,69,"09-1991",40.71,-73.99,35940.0,54354.0,595,3,3,11200.0,0,2,1,2011,108,5825.17,1,1,1
318,"Male",62,67,"05-1957",34.5,-118.01,36911.0,93367.0,724,4,4,9725.0,0,2,2,2011,0,0.0,0,0,1
691,"Female",34,64,"12-1985",38.39,-86.93,44838.0,109951.0,561,1,1,10824.0,0,0,1,2011,0,0.0,0,1,1
1993,"Female",59,72,"03-1960",37.35,-122.03,92785.0,122254.0,786,6,6,54768.0,0,1,5,2011,885,52242.66,1,1,1
252,"Male",67,70,"01-1953",40.58,-82.42,34985.0,29409.0,723,6,6,24213.0,0,1,4,2011,1598,58743.42,1,0,1
1757,"Male",39,68,"11-1980",40.19,-85.39,42086.0,79530.0,784,4,4,16642.0,0,2,2,2011,907,29762.74,1,1,1
1324,"Female",45,61,"11-1974",27.33,-82.54,38872.0,94970.0,663,4,4,13013.0,0,2,2,2011,908,57267.15,1,1,1
1557,"Female",50,66,"02-1970",45.45,-122.79,48295.0,109558.0,707,3,3,19000.0,0,2,1,2011,442,22624.41,1,1,1
1555,"Female",28,64,"06-1991",34.01,-86.01,39708.0,113715.0,717,3,3,5284.0,0,1,1,2011,14,399.93,1,1,1
941,"Female",56,72,"06-1963",43.34,-73.67,45416.0,82611.0,713,1,1,20022.0,0,0,1,2011,0,0.0,0,1,1
156,"Female",36,67,"07-1983",34.08,-117.46,28007.0,0.0,691,4,4,14820.0,0,2,1,2011,1341,29371.13,1,1,0
24,"Female",48,64,"11-1971",42.27,-89.06,38554.0,47186.0,708,1,1,8165.0,0,0,1,2011,878,37564.68,1,1,1
302,"Female",27,67,"08-1992",38.41,-78.61,37384.0,120327.0,706,2,2,16799.0,0,1,1,2011,0,0.0,0,1,1
949,"Female",29,71,"11-1990",40.45,-74.48,63684.0,96864.0,709,5,5,20826.0,0,2,2,2011,966,59819.93,1,1,1
1281,"Female",92,61,"12-1927",34.1,-117.38,26546.0,2480.0,689,6,6,15149.0,0,3,2,2011,448,13680.11,1,0,1
1428,"Female",35,62,"11-1984",37.67,-92.66,28472.0,42750.0,508,1,1,47.0,0,0,0,2011,1582,11058.28,1,1,1
433,"Male",49,65,"04-1970",39.38,-89.07,31957.0,12347.0,771,6,6,14716.0,0,2,2,2011,988,38808.58,1,1,1
584,"Male",61,68,"08-1958",38.66,-121.37,29195.0,64881.0,743,3,3,9300.0,0,2,1,2011,864,20273.48,1,0,1
1832,"Male",36,67,"10-1983",40.71,-124.11,36372.0,79220.0,684,2,2,11700.0,0,1,1,2011,0,0.0,0,1,1
222,"Female",48,70,"07-1971",33.76,-84.33,93417.0,115916.0,714,3,3,62855.0,0,0,3,2011,524,65034.36,1,1,1
648,"Female",40,61,"02-1980",32.78,-108.26,29854.0,66044.0,674,3,3,9200.0,0,3,0,2011,799,14782.94,1,1,1
1939,"Female",43,69,"11-1976",33.95,-118.29,25207.0,34107.0,685,1,1,4200.0,0,1,0,2011,0,0.0,0,1,1
722,"Male",25,66,"01-1995",41.01,-75.89,32966.0,73741.0,707,1,1,21794.0,0,0,1,2011,0,0.0,0,1,1
1889,"Male",66,67,"07-1953",27.97,-82.76,47972.0,0.0,748,5,5,26906.0,0,1,3,2011,0,0.0,0,0,0
1229,"Male",50,66,"02-1970",35.18,-79.46,49350.0,20942.0,713,6,6,33080.0,0,2,3,2011,899,55343.4,1,1,1
505,"Female",39,63,"12-1980",25.77,-80.29,30383.0,58466.0,609,2,2,14912.0,0,0,2,2011,0,0.0,0,1,1
1083,"Female",44,65,"03-1975",38.45,-82.64,38568.0,66300.0,756,4,4,24455.0,0,1,3,2011,2284,99136.04,1,1,1
1656,"Female",35,69,"05-1984",45.87,-95.37,41141.0,81016.0,706,3,3,20097.0,0,0,3,2011,0,0.0,1,1,1
568,"Male",24,66,"02-1996",42.5,-94.17,38526.0,60556.0,778,1,1,1926.0,0,0,1,2011,0,0.0,0,1,1
1373,"Female",35,66,"12-1984",41.07,-85.13,34181.0,50668.0,764,2,2,11000.0,0,2,0,2011,0,0.0,0,1,1
667,"Male",83,63,"03-1936",35.98,-78.91,41763.0,2279.0,714,5,5,45854.0,0,0,5,2011,1509,53253.53,1,0,1
480,"Male",50,68,"11-1969",37.91,-122.01,86113.0,177353.0,713,6,6,51051.0,0,4,1,2011,1071,60628.41,1,1,1
569,"Male",52,73,"02-1968",34.83,-92.2,45625.0,81136.0,662,1,1,5900.0,0,1,0,2011,0,0.0,1,1,1
1600,"Female",62,66,"09-1957",47.67,-122.18,101193.0,124771.0,747,3,3,48754.0,0,0,3,2011,1024,48588.66,1,0,1
1063,"Male",64,66,"02-1956",41.91,-89.06,37898.0,36994.0,716,5,5,28805.0,0,3,2,2011,1692,69558.5,1,0,1
32,"Female",82,67,"09-1937",40.31,-79.54,52315.0,3174.0,695,4,4,26501.0,0,1,3,2011,818,29501.63,1,0,1
1040,"Female",28,67,"10-1991",39.86,-74.82,80060.0,0.0,689,2,2,62317.0,0,1,1,2011,0,0.0,0,1,0
396,"Female",89,72,"10-1930",42.07,-87.81,50341.0,3270.0,735,5,5,36900.0,0,1,1,2011,0,0.0,0,0,1
1498,"Female",47,66,"07-1972",39.68,-74.98,50790.0,3547.0,726,4,4,22227.0,0,0,2,2011,992,61820.26,1,1,1
104,"Female",33,65,"11-1986",32.69,-97.01,37384.0,49182.0,713,3,3,8000.0,0,2,1,2011,718,36802.95,1,1,1
1062,"Male",58,65,"06-1961",41.57,-75.25,35274.0,35234.0,708,3,3,18432.0,0,0,2,2011,0,0.0,0,1,1
1845,"Male",30,68,"07-1989",40.53,-89.35,47300.0,93788.0,784,1,1,22900.0,0,1,0,2011,0,0.0,0,1,1
1657,"Male",35,68,"09-1984",33.87,-118.21,26201.0,42551.0,655,1,1,7800.0,0,1,0,2011,0,0.0,0,1,1
1106,"Female",62,62,"02-1958",34.13,-118.24,20783.0,23623.0,699,3,3,16927.0,0,1,2,2011,1061,28018.74,1,0,1
1867,"Male",33,69,"10-1986",29.45,-98.5,43968.0,71218.0,644,1,1,96.0,0,0,0,2011,0,0.0,0,1,1
